date,agent,equity,return,distance_to_2x,cash,costs,trades,message
2025-05-01,Human_SPY_BuyHold,995.6093394888761,-0.004390660511123912,1004.3906605111239,-1.0,1.0,1,Human_SPY_BuyHold: leading now; preserving edge. Static human-style benchmark.
2025-05-01,Human_QQQ_BuyHold,995.4212346181868,-0.004578765381813232,1004.5787653818132,-1.0,1.0,1,Human_QQQ_BuyHold: chasing Human_SPY_BuyHold; target remains 2x. Static human-style benchmark.
2025-05-01,Human_60_40,994.4112694733722,-0.005588730526627894,1005.5887305266278,-1.0,1.0,2,Human_60_40: chasing Human_SPY_BuyHold; target remains 2x. Static human-style benchmark.
2025-05-01,Normal_SectorStockAgent,980.3958057402535,-0.019604194259746466,1019.6041942597465,99.09999999999985,0.8999999999999999,5,Normal_SectorStockAgent: chasing Human_SPY_BuyHold; target remains 2x. Monthly sector momentum with cash buffer.
2025-05-01,OptionsOnly_NoIntervention,836.2713088138618,-0.1637286911861382,1163.7286911861383,500.0000000000001,0.5,3,"OptionsOnly_NoIntervention: chasing Human_SPY_BuyHold; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2025-05-01,Options_RiskRules,885.3899161697033,-0.1146100838302967,1114.6100838302968,650.0000000000001,0.35,3,Options_RiskRules: chasing Human_SPY_BuyHold; target remains 2x. Mechanical risk rules: premium risk reduced to 35%; peak-aware capital preservation.
2025-05-01,Options_HumanOverseer,917.4770553302621,-0.08252294466973786,1082.5229446697379,599.8499999999999,0.39999999999999997,4,Options_HumanOverseer: chasing Human_SPY_BuyHold; target remains 2x. Human overseer: approve options but cap premium at 25% and park capital in SPY.
2025-05-01,Options_CommitteeVeto,964.2403634739023,-0.035759636526097704,1035.7596365260977,349.45000000000005,0.65,5,"Options_CommitteeVeto: chasing Human_SPY_BuyHold; target remains 2x. Committee veto: trend/risk agents warn risk-off, shrink options to 10%."
2025-05-01,Anything_CrossAssetAgent,986.3675793776347,-0.01363242062236536,1013.6324206223653,49.0499999999999,0.95,5,"Anything_CrossAssetAgent: chasing Human_SPY_BuyHold; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2025-05-02,Human_SPY_BuyHold,1010.4032062817731,0.010403206281773159,989.5967937182269,-1.0,1.0,1,Human_SPY_BuyHold: leading now; preserving edge. Static human-style benchmark.
2025-05-02,Human_QQQ_BuyHold,1010.2119792083257,0.010211979208325728,989.7880207916743,-1.0,1.0,1,Human_QQQ_BuyHold: chasing Human_SPY_BuyHold; target remains 2x. Static human-style benchmark.
2025-05-02,Human_60_40,998.9855547675854,-0.0010144452324145625,1001.0144452324146,-1.0,1.0,2,Human_60_40: chasing Human_SPY_BuyHold; target remains 2x. Static human-style benchmark.
2025-05-02,Normal_SectorStockAgent,1010.4533925604721,0.010453392560472174,989.5466074395279,99.09999999999985,0.8999999999999999,5,Normal_SectorStockAgent: chasing Human_SPY_BuyHold; target remains 2x. Monthly sector momentum with cash buffer.
2025-05-02,OptionsOnly_NoIntervention,1076.2863643835506,0.07628636438355052,923.7136356164494,500.0000000000001,0.5,3,"OptionsOnly_NoIntervention: chasing Human_SPY_BuyHold; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2025-05-02,Options_RiskRules,1053.4004550684854,0.05340045506848545,946.5995449315146,650.0000000000001,0.35,3,Options_RiskRules: chasing Human_SPY_BuyHold; target remains 2x. Mechanical risk rules: premium risk reduced to 35%; peak-aware capital preservation.
2025-05-02,Options_HumanOverseer,1039.703663134041,0.039703663134041056,960.2963368659589,599.8499999999999,0.39999999999999997,4,Options_HumanOverseer: chasing Human_SPY_BuyHold; target remains 2x. Human overseer: approve options but cap premium at 25% and park capital in SPY.
2025-05-02,Options_CommitteeVeto,1015.2702105745915,0.015270210574591436,984.7297894254085,349.45000000000005,0.65,5,"Options_CommitteeVeto: chasing Human_SPY_BuyHold; target remains 2x. Committee veto: trend/risk agents warn risk-off, shrink options to 10%."
2025-05-02,Anything_CrossAssetAgent,1006.5003380512987,0.006500338051298682,993.4996619487013,49.0499999999999,0.95,5,"Anything_CrossAssetAgent: chasing Human_SPY_BuyHold; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2025-05-03,Human_SPY_BuyHold,1010.4032062817731,0.010403206281773159,989.5967937182269,-1.0,1.0,1,Human_SPY_BuyHold: leading now; preserving edge. Static human-style benchmark.
2025-05-03,Human_QQQ_BuyHold,1010.2119792083257,0.010211979208325728,989.7880207916743,-1.0,1.0,1,Human_QQQ_BuyHold: chasing Human_SPY_BuyHold; target remains 2x. Static human-style benchmark.
2025-05-03,Human_60_40,998.9855547675854,-0.0010144452324145625,1001.0144452324146,-1.0,1.0,2,Human_60_40: chasing Human_SPY_BuyHold; target remains 2x. Static human-style benchmark.
2025-05-03,Normal_SectorStockAgent,1010.4533925604721,0.010453392560472174,989.5466074395279,99.09999999999985,0.8999999999999999,5,Normal_SectorStockAgent: chasing Human_SPY_BuyHold; target remains 2x. Monthly sector momentum with cash buffer.
2025-05-03,OptionsOnly_NoIntervention,1067.8079699406526,0.06780796994065263,932.1920300593474,500.0000000000001,0.5,3,"OptionsOnly_NoIntervention: chasing Human_SPY_BuyHold; target remains 2x. Options-only, no intervention: monthly ATM calls on strongest assets, max 50% premium at risk."
2025-05-03,Options_RiskRules,1047.465578958457,0.047465578958457044,952.534421041543,650.0000000000001,0.35,3,Options_RiskRules: chasing Human_SPY_BuyHold; target remains 2x. Mechanical risk rules: premium risk reduced to 35%; peak-aware capital preservation.
2025-05-03,Options_HumanOverseer,1035.4644659125922,0.035464465912592225,964.5355340874078,599.8499999999999,0.39999999999999997,4,Options_HumanOverseer: chasing Human_SPY_BuyHold; target remains 2x. Human overseer: approve options but cap premium at 25% and park capital in SPY.
2025-05-03,Options_CommitteeVeto,1013.5745316860119,0.01357453168601186,986.4254683139881,349.45000000000005,0.65,5,"Options_CommitteeVeto: chasing Human_SPY_BuyHold; target remains 2x. Committee veto: trend/risk agents warn risk-off, shrink options to 10%."
2025-05-03,Anything_CrossAssetAgent,1004.4467759960921,0.004446775996092223,995.5532240039079,49.0499999999999,0.95,5,"Anything_CrossAssetAgent: chasing Human_SPY_BuyHold; target remains 2x. Cross-asset relative strength: stocks, ETFs, bonds, gold, dollar, FX, crypto."
2025-05-04,Human_SPY_BuyHold,1010.4032062817731,0.010403206281773159,989.5967937182269,-1.0,1.0,1,Human_SPY_BuyHold: leading now; preserving edge. Static human-style benchmark.
2025-05-04,Human_QQQ_BuyHold,1010.2119792083257,0.010211979208325728,989.7880207916743,-1.0,1.0,1,Human_QQQ_BuyHold: chasing Human_SPY_BuyHold; target remains 2x. Static human-style benchmark.
2025-05-04,Human_60_40,998.9855547675854,-0.0010144452324145625,1001.0144452324146,-1.0,1.0,2,Human_60_40: chasing Human_SPY_BuyHold; target remains 2x. Static human-style benchmark.
